softot,vg,m,tout,powtot,source,tin,indvar
421.8880675,17.08391583018832,419.993444281684,182.1750002543131,1004.542221779294,1,0.320016146869483,24.695044841797806
422.1512936111111,17.97022122965918,419.9731386481391,190.1150010426839,1009.358055422041,1,-0.4674570055056151,23.491713775585918
422.14900027777776,17.79658235337999,419.9723325008817,199.7133331298828,997.659165541331,1,0.05691856044344749,23.720790424550348
421.8582361111112,17.2333880048328,419.9544992234971,202.9000007629394,998.9019442346358,1,-1.4775112766844205,24.479123663484422
421.81076277777765,17.22819358030955,419.9845554012722,204.8299995422363,1012.344444508023,1,0.45118682993798104,24.483748734973215
420.5911844444444,17.17699914455413,418.6671945020888,200.8883331298828,997.6624992423586,1,0.1304254689413727,24.48571958960541
418.2167822222222,17.13286025683085,417.2566386667888,195.0449994405111,996.9372209813861,1,-1.8653456832957225,24.410213820280227
416.0879205555556,17.03363805558946,414.2689450412326,190.9916659037272,985.6108327097359,1,1.1767960952520036,24.42742526274471
417.9161686111111,17.02466583675808,416.2937495761446,189.7766665140788,1002.494722774294,1,-0.7893514420464205,24.54768702177903
417.79521611111113,17.07888804541694,417.3624723392064,185.6883332570394,989.111111776034,1,1.122614534854416,24.46267081323395
421.4346988888889,17.70494347784254,419.1171390448677,208.5983324686686,1015.999721691344,1,-1.0445764313180355,23.803221931564355
422.0046044444444,17.67994348790911,419.9723052046034,217.9583325703939,987.0033337381152,1,-1.1196808199520523,23.86911500780776
421.5593580555557,16.94513807826572,419.1440551503499,215.6716672261556,1007.909444496367,1,0.7894044461786721,24.87789453874435
421.8000516666666,17.06849916776022,419.6633885701496,209.9133328755697,1016.988055801392,1,-1.0165076609629329,24.712193352265107
421.8530577777778,17.61538794994354,419.1608887227375,226.571666208903,1011.419721698761,1,-0.3372372016215168,23.947985646216207
421.8901019444444,17.32655466132694,420.0050555843777,215.6550005594889,1007.419443829854,1,0.5884545004576001,24.34933604463833
415.7106727777778,17.92841567251417,416.0264162275527,204.0433329264323,995.0705553266737,1,1.0262385157212615,23.187250918947548
421.2413833333333,17.12361025969187,418.1170836385091,178.8550005594889,1004.375833906068,1,-1.4307017398674626,24.60003334255479
421.8924966666666,17.41205464575025,420.0092497083875,198.0066665649414,1011.007777659098,1,0.8606388249331056,24.22990883328279
422.2540347222222,17.19463802655538,419.892472390069,206.2516670227051,1012.398055097792,1,0.03143638125787082,24.557308741835303
422.1766661111111,17.30019356038836,419.8163323889839,199.7866676330567,1002.052777915531,1,0.6723753123134348,24.403002465692293
421.7886005555556,16.92019364304013,419.7351102786593,199.3399998982747,999.4416661686367,1,0.06638290984552374,24.92811899520146
421.9750069444444,15.94552689287398,419.5802513461642,187.834999593099,1003.450278038449,1,1.1934045886557931,26.463534869645734
422.15198499999997,16.55680459393395,419.5638342200384,177.8849984486898,1004.780277983348,1,-1.6323844508603091,25.497189545539914
421.7539594444444,16.31324906984965,419.286500176324,171.2016670227051,1004.340554851956,1,0.37660145577762705,25.85346166411051
422.0477075,16.09486011160744,419.6687776099312,160.0516666412354,997.4324996842279,1,0.7021984598352864,26.222514801208106
421.9887311111112,15.96299894650777,419.6898606787787,155.8249993642171,1010.274722268846,1,0.7528867747168053,26.435429365447007
422.2402830555555,15.96124892764622,418.8808056386313,168.5383340199788,1008.717777175373,1,0.5155514798222703,26.45408795825494
421.72236444444445,16.15947123262617,418.92763736301,141.5300005594889,1016.516943751441,1,-2.1148335700860086,26.09753489909879
422.1065041666667,16.09877673599455,419.839861119588,146.2016666412354,990.7116660012135,1,0.8494255091799318,26.219787446514317
